CSDUID,CSD,Period,IndicatorSummaryDescription,Sector,UnitOfMeasure,OriginalValue
4816037,Wood Buffalo,2012,Major Projects,Oil and Gas,$,92121.00000
4816037,Wood Buffalo,2013,Major Projects,Oil and Gas,$,78259.00000
4816037,Wood Buffalo,2014,Major Projects,Oil and Gas,$,61508.00000
4816037,Wood Buffalo,2015,Major Projects,Oil and Gas,$,57641.00000
4816037,Wood Buffalo,2016,Major Projects,Oil and Gas,$,59025.00000
4816037,Wood Buffalo,2017,Major Projects,Oil and Gas,$,52455.00000
4816037,Wood Buffalo,2018,Major Projects,Oil and Gas,$,36778.00000
4816037,Wood Buffalo,2019,Major Projects,Oil and Gas,$,35378.00000
4816037,Wood Buffalo,2020,Major Projects,Oil and Gas,$,13540.00000
4816037,Wood Buffalo,2021,Major Projects,Oil and Gas,$,17742.20000
4816037,Wood Buffalo,2022,Major Projects,Oil and Gas,$,17742.20000
4816051,Improvement District No. 24 Wood Buffalo,2021,Major Projects,Oil and Gas,$,3300.00000
4816051,Improvement District No. 24 Wood Buffalo,2022,Major Projects,Oil and Gas,$,3300.00000
4810066,Bruderheim,2012,Major Projects,Oil and Gas,$,125.00000
4810066,Bruderheim,2013,Major Projects,Oil and Gas,$,275.00000
4810066,Bruderheim,2014,Major Projects,Oil and Gas,$,50.00000
4810066,Bruderheim,2015,Major Projects,Oil and Gas,$,50.00000
4810066,Bruderheim,2016,Major Projects,Oil and Gas,$,50.00000
4810066,Bruderheim,2017,Major Projects,Oil and Gas,$,125.00000
4810066,Bruderheim,2018,Major Projects,Oil and Gas,$,125.00000
4810066,Bruderheim,2019,Major Projects,Oil and Gas,$,125.00000
4810066,Bruderheim,2020,Major Projects,Oil and Gas,$,125.00000
4810066,Bruderheim,2021,Major Projects,Oil and Gas,$,125.00000
4810066,Bruderheim,2022,Major Projects,Oil and Gas,$,125.00000
4811012,Leduc County,2014,Major Projects,Oil and Gas,$,30.00000
4811012,Leduc County,2021,Major Projects,Oil and Gas,$,0.00000
4811012,Leduc County,2022,Major Projects,Oil and Gas,$,0.00000
4817033,Lesser Slave River No.124,2020,Major Projects,Oil and Gas,$,35.00000
4817033,Lesser Slave River No.124,2021,Major Projects,Oil and Gas,$,35.00000
4817033,Lesser Slave River No.124,2022,Major Projects,Oil and Gas,$,35.00000
4810058,Lamont County,2008,Major Projects,Oil and Gas,$,5.00000
4810058,Lamont County,2013,Major Projects,Oil and Gas,$,103.60000
4814003,Yellowhead County,2008,Major Projects,Oil and Gas,$,12.00000
4814003,Yellowhead County,2010,Major Projects,Oil and Gas,$,40.00000
4814003,Yellowhead County,2011,Major Projects,Oil and Gas,$,240.00000
4814003,Yellowhead County,2012,Major Projects,Oil and Gas,$,1070.00000
4814003,Yellowhead County,2013,Major Projects,Oil and Gas,$,260.00000
4814003,Yellowhead County,2014,Major Projects,Oil and Gas,$,260.00000
4814003,Yellowhead County,2015,Major Projects,Oil and Gas,$,190.00000
4814003,Yellowhead County,2020,Major Projects,Oil and Gas,$,1216.66667
4814003,Yellowhead County,2021,Major Projects,Oil and Gas,$,316.00000
4814003,Yellowhead County,2022,Major Projects,Oil and Gas,$,316.00000
4814019,Hinton,2010,Major Projects,Oil and Gas,$,185.00000
4814019,Hinton,2011,Major Projects,Oil and Gas,$,500.00000
4814019,Hinton,2012,Major Projects,Oil and Gas,$,458.00000
4814019,Hinton,2013,Major Projects,Oil and Gas,$,658.00000
4814019,Hinton,2014,Major Projects,Oil and Gas,$,458.00000
4811065,Redwater,2012,Major Projects,Oil and Gas,$,330.00000
4811065,Redwater,2013,Major Projects,Oil and Gas,$,65.00000
4811065,Redwater,2014,Major Projects,Oil and Gas,$,525.00000
4811065,Redwater,2015,Major Projects,Oil and Gas,$,525.00000
4811065,Redwater,2016,Major Projects,Oil and Gas,$,460.00000
4808011,Red Deer,2010,Major Projects,Mixed-Use,$,36.00000
4808011,Red Deer,2015,Major Projects,Mixed-Use,$,9.50000
4808011,Red Deer,2016,Major Projects,Mixed-Use,$,9.50000
4808012,Sylvan Lake,2011,Major Projects,Mixed-Use,$,16.50000
4808012,Sylvan Lake,2012,Major Projects,Mixed-Use,$,16.50000
4808012,Sylvan Lake,2013,Major Projects,Mixed-Use,$,16.50000
4808012,Sylvan Lake,2014,Major Projects,Mixed-Use,$,16.50000
4808012,Sylvan Lake,2015,Major Projects,Mixed-Use,$,16.50000
4811056,Fort Saskatchewan,2015,Major Projects,Mixed-Use,$,9.00000
4811061,Edmonton,2007,Major Projects,Mixed-Use,$,624.00000
4811061,Edmonton,2008,Major Projects,Mixed-Use,$,921.70000
4811061,Edmonton,2009,Major Projects,Mixed-Use,$,1515.70000
4811061,Edmonton,2012,Major Projects,Mixed-Use,$,2000.00000
4811061,Edmonton,2013,Major Projects,Mixed-Use,$,2000.00000
4811061,Edmonton,2014,Major Projects,Mixed-Use,$,2784.40000
4811061,Edmonton,2015,Major Projects,Mixed-Use,$,2978.00000
4811061,Edmonton,2016,Major Projects,Mixed-Use,$,2515.00000
4811061,Edmonton,2017,Major Projects,Mixed-Use,$,1988.50000
4811061,Edmonton,2018,Major Projects,Mixed-Use,$,2038.50000
4811061,Edmonton,2019,Major Projects,Mixed-Use,$,120.80000
4811061,Edmonton,2020,Major Projects,Mixed-Use,$,145.30000
4811061,Edmonton,2021,Major Projects,Mixed-Use,$,229.30000
4811061,Edmonton,2022,Major Projects,Mixed-Use,$,641.50000
4802012,Lethbridge,2020,Major Projects,Mixed-Use,$,17.00000
4802012,Lethbridge,2021,Major Projects,Mixed-Use,$,17.00000
4802012,Lethbridge,2022,Major Projects,Mixed-Use,$,17.00000
4809015,Rocky Mountain House,2007,Major Projects,Mixed-Use,$,35.00000
4809015,Rocky Mountain House,2008,Major Projects,Mixed-Use,$,35.00000
4809015,Rocky Mountain House,2009,Major Projects,Mixed-Use,$,35.00000
4806021,Airdrie,2008,Major Projects,Mixed-Use,$,11.80000
4806021,Airdrie,2009,Major Projects,Mixed-Use,$,11.80000
4806021,Airdrie,2010,Major Projects,Mixed-Use,$,11.80000
4806021,Airdrie,2011,Major Projects,Mixed-Use,$,11.80000
4806026,Crossfield,2007,Major Projects,Mixed-Use,$,5.00000
4801006,Medicine Hat,2009,Major Projects,Mixed-Use,$,20.00000
